,date,confirmed_cases,confirmed_rate,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
168,2020-07-18,4383,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
169,2020-07-19,4401,19.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
170,2020-07-20,4422,25.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
171,2020-07-21,4452,35.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
172,2020-07-22,4492,29.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
173,2020-07-23,4511,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
174,2020-07-24,4537,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
175,2020-07-25,4569,27.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
176,2020-07-26,4591,25.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
177,2020-07-27,4620,20.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
178,2020-07-28,4632,18.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
179,2020-07-29,4656,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
180,2020-07-30,4677,27.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
181,2020-07-31,4710,32.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
182,2020-08-01,4742,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
183,2020-08-02,4768,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
184,2020-08-03,4790,26.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
185,2020-08-04,4821,25.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
186,2020-08-05,4841,23.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20249-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.49 (July 7, 2020)"
187,2020-08-06,4868,30.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
188,2020-08-07,4901,27.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
189,2020-08-08,4922,27.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
190,2020-08-09,4956,27.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
191,2020-08-10,4976,23.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
192,2020-08-11,5002,29.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
193,2020-08-12,5035,38.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
194,2020-08-13,5079,43.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
195,2020-08-14,5122,32.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
196,2020-08-15,5143,21.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
197,2020-08-16,5165,20.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
198,2020-08-17,5183,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
199,2020-08-18,5213,29.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
200,2020-08-19,5241,21.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
201,2020-08-20,5256,16.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
202,2020-08-21,5273,20.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
203,2020-08-22,5297,22.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
204,2020-08-23,5317,16.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
205,2020-08-24,5330,15.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
206,2020-08-25,5348,17.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
207,2020-08-26,5364,18.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
208,2020-08-27,5385,17.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
209,2020-08-28,5398,18.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
210,2020-08-29,5422,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
211,2020-08-30,5443,15.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
212,2020-08-31,5452,9.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
213,2020-09-01,5462,8.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
214,2020-09-02,5468,20.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
215,2020-09-03,5502,30.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-202551-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.55.1 (Aug. 6, 2020)"
216,2020-09-04,5529,24.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
217,2020-09-05,5551,21.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
218,2020-09-06,5572,17.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
219,2020-09-07,5585,15.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
220,2020-09-08,5602,15.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
221,2020-09-09,5615,23.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
222,2020-09-10,5648,30.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
223,2020-09-11,5676,32.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
224,2020-09-12,5712,25.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
225,2020-09-13,5727,26.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
226,2020-09-14,5764,33.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
227,2020-09-15,5793,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
228,2020-09-16,5809,23.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
229,2020-09-17,5839,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
230,2020-09-18,5857,18.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
231,2020-09-19,5876,18.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
232,2020-09-20,5894,17.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
233,2020-09-21,5911,15.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
234,2020-09-22,5925,14.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
235,2020-09-23,5940,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
236,2020-09-24,5970,22.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
237,2020-09-25,5985,16.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
238,2020-09-26,6002,20.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
239,2020-09-27,6026,21.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
240,2020-09-28,6045,24.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
241,2020-09-29,6074,20.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
242,2020-09-30,6085,23.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
243,2020-10-01,6121,37.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
244,2020-10-02,6160,32.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
245,2020-10-03,6186,23.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20260-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.60 (Sept. 4, 2020)"
246,2020-10-04,6206,17.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202_67.pdf,"N.Y. Exec. Order No. 202.67 (Oct. 4, 2020)"
247,2020-10-05,6220,21.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202_67.pdf,"N.Y. Exec. Order No. 202.67 (Oct. 4, 2020)"
248,2020-10-06,6248,23.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
249,2020-10-07,6266,34.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
250,2020-10-08,6316,41.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
251,2020-10-09,6349,35.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
252,2020-10-10,6387,36.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
253,2020-10-11,6421,33.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
254,2020-10-12,6453,34.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
255,2020-10-13,6490,31.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
256,2020-10-14,6516,41.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
257,2020-10-15,6572,56.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
258,2020-10-16,6628,49.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
259,2020-10-17,6671,39.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
260,2020-10-18,6707,36.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
261,2020-10-19,6744,45.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
262,2020-10-20,6798,53.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
263,2020-10-21,6850,59.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
264,2020-10-22,6917,71.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
265,2020-10-23,6992,76.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
266,2020-10-24,7070,59.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
267,2020-10-25,7111,52.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
268,2020-10-26,7174,72.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
269,2020-10-27,7256,69.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
270,2020-10-28,7312,65.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
271,2020-10-29,7386,90.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
272,2020-10-30,7493,105.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
273,2020-10-31,7597,106.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
274,2020-11-01,7705,110.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
275,2020-11-02,7817,109.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO202.68.pdf,"N.Y. Exec. Order No. 202.68 (Oct. 6, 2020)"
276,2020-11-03,7923,104.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
277,2020-11-04,8025,157.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
